type	journal	pubmed
Journal Article	BMJ (Clinical research ed.)	28137822
Journal Article	BMJ (Clinical research ed.)	28137770
Journal Article	BMJ (Clinical research ed.)	28137725
Journal Article	BMJ (Clinical research ed.)	28137714
Journal Article	BMJ (Clinical research ed.)	28137709
Journal Article	Lancet (London, England)	28137686
Journal Article	Lancet (London, England)	28137685
Journal Article	Lancet (London, England)	28137684
Journal Article	Lancet (London, England)	28137683
Journal Article	Lancet (London, England)	28137681
Journal Article	The lancet. Psychiatry	28137385
Journal Article	The lancet. Psychiatry	28137384
Journal Article	The lancet. Psychiatry	28137383
Journal Article	The lancet. Psychiatry	28137382
Journal Article	The lancet. Psychiatry	28137381
Journal Article	The lancet. Psychiatry	28137380
Journal Article	The lancet. Psychiatry	28137379
Journal Article	The lancet. Psychiatry	28137378
Journal Article	JAMA	28135357
Journal Article	The Lancet. Infectious diseases	28134123
Journal Article	The Lancet. Infectious diseases	28134122
Journal Article	The Lancet. Infectious diseases	28134121
Journal Article	The Lancet. Infectious diseases	28134120
Journal Article	The Lancet. Infectious diseases	28134117
Journal Article	The Lancet. Infectious diseases	28134116
Journal Article	The Lancet. Infectious diseases	28134115
Journal Article	The Lancet. Infectious diseases	28134102
Journal Article	The Lancet. Infectious diseases	28134101
Journal Article	The Lancet. Infectious diseases	28134100
Journal Article	BMJ open	28132016
Journal Article	BMJ open	28132015
Journal Article	BMJ open	28132013
Journal Article	BMJ open	28132012
Journal Article	BMJ open	28132011
Journal Article	BMJ open	28132010
Journal Article	BMJ open	28132009
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28132008
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28132007
Journal Article	BMJ open	28132006
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28132005
Journal Article	BMJ open	28132004
c("Journal Article", "Review")	BMJ open	28132003
Journal Article	BMJ open	28132002
Journal Article	BMJ open	28132001
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28132000
c("Journal Article", "Review")	BMJ open	28131999
c("Journal Article", "Review")	BMJ open	28131998
c("Journal Article", "Review")	BMJ open	28131997
Journal Article	BMJ open	28131996
Journal Article	BMJ open	28131995
Journal Article	The Lancet. Oncology	28131787
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28131786
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28131785
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28131656
Journal Article	Lancet (London, England)	28131493
Journal Article	Lancet (London, England)	28131492
Journal Article	BMJ (Clinical research ed.)	28130267
Journal Article	BMJ (Clinical research ed.)	28130244
Journal Article	BMJ (Clinical research ed.)	28130209
Journal Article	BMJ open	28130207
Journal Article	The Lancet. Infectious diseases	28130063
Journal Article	The Lancet. Infectious diseases	28130062
Journal Article	The Lancet. Oncology	28130034
Journal Article	The lancet. HIV	28130027
Journal Article	The lancet. HIV	28130026
Journal Article	Lancet (London, England)	28129989
Journal Article	Lancet (London, England)	28129988
Journal Article	Lancet (London, England)	28129987
Journal Article	Lancet (London, England)	28129986
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28129985
Journal Article	The Lancet. Neurology	28129984
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ (Clinical research ed.)	28126898
Journal Article	BMJ (Clinical research ed.)	28126848
Journal Article	BMJ (Clinical research ed.)	28126837
Journal Article	BMJ (Clinical research ed.)	28126829
Journal Article	BMJ (Clinical research ed.)	28126756
Journal Article	BMJ (Clinical research ed.)	28126713
Journal Article	The lancet. HIV	28126485
Journal Article	The lancet. HIV	28126484
Journal Article	The lancet. Diabetes &amp; endocrinology	28126461
Journal Article	The lancet. Diabetes &amp; endocrinology	28126460
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28126459
Journal Article	Lancet (London, England)	28126333
Journal Article	Lancet (London, England)	28126331
Journal Article	Lancet (London, England)	28126330
Journal Article	The Lancet. Infectious diseases	28126328
c("Journal Article", "Multicenter Study")	The Lancet. Infectious diseases	28126327
Journal Article	JAMA	28125758
Journal Article	BMJ open	28122837
Journal Article	BMJ open	28122836
Journal Article	BMJ open	28122835
Journal Article	BMJ open	28122834
Journal Article	BMJ open	28122833
c("Journal Article", "Review")	BMJ open	28122832
Journal Article	BMJ open	28122831
Journal Article	BMJ open	28122830
Journal Article	BMJ open	28122829
Journal Article	BMJ open	28122828
Journal Article	BMJ open	28122827
c("Journal Article", "Meta-Analysis")	BMJ (Clinical research ed.)	28122812
Journal Article	BMJ (Clinical research ed.)	28122809
Journal Article	BMJ (Clinical research ed.)	28122781
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28122727
Journal Article	BMJ (Clinical research ed.)	28122708
Journal Article	BMJ (Clinical research ed.)	28122707
Journal Article	BMJ (Clinical research ed.)	28122703
Journal Article	BMJ (Clinical research ed.)	28122699
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28122697
Journal Article	The New England journal of medicine	28122190
Journal Article	The New England journal of medicine	28122189
Journal Article	The New England journal of medicine	28121514
Journal Article	The New England journal of medicine	28121512
Journal Article	The New England journal of medicine	28121511
Journal Article	The New England journal of medicine	28121510
c("Journal Article", "Review")	The New England journal of medicine	28121507
Journal Article	The New England journal of medicine	28121503
Journal Article	The New England journal of medicine	28121502
Journal Article	The New England journal of medicine	28121499
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28121498
Journal Article	The New England journal of medicine	28121489
Journal Article	BMJ open	28119394
Journal Article	BMJ open	28119393
Journal Article	BMJ open	28119392
Journal Article	BMJ open	28119391
Journal Article	BMJ open	28119390
Journal Article	BMJ open	28119389
c("Journal Article", "Review")	BMJ open	28119388
Journal Article	BMJ open	28119387
Journal Article	BMJ open	28119386
Journal Article	BMJ open	28119385
Journal Article	BMJ open	28119384
Journal Article	BMJ (Clinical research ed.)	28119300
Journal Article	BMJ (Clinical research ed.)	28119294
Journal Article	BMJ (Clinical research ed.)	28119284
Journal Article	BMJ (Clinical research ed.)	28119282
Journal Article	Lancet (London, England)	28118906
Journal Article	Lancet (London, England)	28118905
Journal Article	Lancet (London, England)	28118904
Journal Article	Lancet (London, England)	28118903
Journal Article	Lancet (London, England)	28118902
Journal Article	Lancet (London, England)	28118901
c("Journal Article", "Multicenter Study")	JAMA	28118660
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28118659
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28118559
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28118549
Journal Article	JAMA	28118466
Journal Article	JAMA	28118465
Journal Article	JAMA	28118464
Journal Article	JAMA	28118463
Journal Article	JAMA	28118462
Journal Article	JAMA	28118461
c("Journal Article", "Meta-Analysis", "Review")	JAMA	28118460
Journal Article	JAMA	28118458
Journal Article	JAMA	28118455
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28118454
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28118453
Journal Article	JAMA	28118452
Journal Article	JAMA	28118451
Journal Article	JAMA	28118450
Journal Article	JAMA	28118439
Journal Article	JAMA	28118438
Journal Article	JAMA	28118437
Journal Article	JAMA	28118436
Journal Article	JAMA	28118430
Journal Article	BMJ open	28115336
Journal Article	BMJ open	28115335
c("Journal Article", "Multicenter Study")	BMJ open	28115334
c("Journal Article", "Multicenter Study")	BMJ open	28115333
Journal Article	BMJ open	28115332
c("Journal Article", "Multicenter Study")	BMJ open	28115331
c("Evaluation Studies", "Journal Article", "Multicenter Study")	BMJ open	28115330
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ open	28115329
Journal Article	BMJ open	28115328
Journal Article	BMJ (Clinical research ed.)	28115316
Journal Article	BMJ (Clinical research ed.)	28115310
Journal Article	JAMA	28114657
Journal Article	JAMA	28114630
Journal Article	JAMA	28114599
Journal Article	JAMA	28114565
Journal Article	JAMA	28114564
Journal Article	JAMA	28114563
Journal Article	JAMA	28114562
Journal Article	JAMA	28114561
Journal Article	JAMA	28114560
Journal Article	JAMA	28114558
Journal Article	JAMA	28114556
c("Journal Article", "Patient Education Handout")	JAMA	28114555
c("Journal Article", "Multicenter Study")	JAMA	28114554
Journal Article	JAMA	28114553
Journal Article	JAMA	28114552
c("Journal Article", "Multicenter Study")	JAMA	28114551
Journal Article	JAMA	28114550
Journal Article	JAMA	28114540
Journal Article	JAMA	28114538
Journal Article	JAMA	28114536
Journal Article	JAMA	28114535
Journal Article	JAMA	28114534
Journal Article	JAMA	28114529
Journal Article	The Lancet. Respiratory medicine	28111256
Journal Article	The Lancet. Oncology	28111117
Journal Article	Lancet (London, England)	28110983
Journal Article	Lancet (London, England)	28110982
c("Journal Article", "Review")	Lancet (London, England)	28110981
Journal Article	The lancet. Diabetes &amp; endocrinology	28110912
Journal Article	The lancet. Diabetes &amp; endocrinology	28110911
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28110290
Journal Article	BMJ open	28110289
Journal Article	BMJ open	28110288
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28110287
c("Journal Article", "Multicenter Study")	BMJ open	28110286
c("Journal Article", "Multicenter Study")	BMJ open	28110285
Journal Article	BMJ open	28110284
Journal Article	BMJ open	28110283
Journal Article	BMJ open	28110282
Journal Article	BMJ open	28110281
Journal Article	The Lancet. Respiratory medicine	28109869
Journal Article	The Lancet. Respiratory medicine	28109868
c("Journal Article", "Review")	The Lancet. Infectious diseases	28109819
c("Journal Article", "Review")	The lancet. Psychiatry	28109647
c("Journal Article", "Review")	The lancet. Psychiatry	28109646
Journal Article	Lancet (London, England)	28109540
Journal Article	Lancet (London, England)	28109539
Journal Article	BMJ (Clinical research ed.)	28108502
Journal Article	BMJ (Clinical research ed.)	28108455
Journal Article	BMJ (Clinical research ed.)	28108454
Journal Article	BMJ (Clinical research ed.)	28108452
Journal Article	BMJ (Clinical research ed.)	28108443
Journal Article	BMJ (Clinical research ed.)	28108434
Journal Article	BMJ (Clinical research ed.)	28108431
Journal Article	The lancet. Diabetes &amp; endocrinology	28108304
Journal Article	The Lancet. Global health	28108138
Journal Article	The Lancet. Global health	28108137
Journal Article	Lancet (London, England)	28108039
Journal Article	Lancet (London, England)	28108038
Journal Article	BMJ (Clinical research ed.)	28104726
Journal Article	BMJ open	28104712
c("Journal Article", "Multicenter Study")	BMJ open	28104711
Journal Article	BMJ open	28104710
c("Journal Article", "Review")	BMJ open	28104709
Journal Article	BMJ open	28104708
Journal Article	BMJ open	28104707
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28104706
Journal Article	BMJ (Clinical research ed.)	28104693
Journal Article	BMJ (Clinical research ed.)	28104691
Journal Article	BMJ (Clinical research ed.)	28104685
